id,name,relationship,relative,relativename
Q107443498,Choi Jae-hyung,father,Q16092163,Yohann Tschoi
Q10855915,Kim Han-gil,spouse,Q16177000,Lee Min-ah
Q10855915,Kim Han-gil,spouse,Q623856,Choi Myung-gil
Q11464859,Yoon Mee-hyang,spouse,Q56256518,Kim Sam-seok
Q12587534,Kim Boo-kyum,child,Q12610323,윤세인
Q12587534,Kim Boo-kyum,relative,Q11266353,Lee Young-hoon
Q12587695,,father,Q108391826,김상영
Q12587695,,sibling,Q12588950,Robert Chaegon Kim
Q12588667,Kim Jong-seok,father,Q12587796,김세배
Q12589320,Kim Hong-gul,father,Q45785,Kim Dae-jung
Q12589320,Kim Hong-gul,mother,Q11267083,Lee Hui-ho
Q12589329,Kim Hong-eop,father,Q45785,Kim Dae-jung
Q12589329,Kim Hong-eop,mother,Q12618516,Cha Yong-ae
Q12589333,Kim Hong-il,father,Q45785,Kim Dae-jung
Q12589333,Kim Hong-il,mother,Q12618516,Cha Yong-ae
Q12610444,Yun Ju-keyng,relative,Q491240,Yoon Bong-Gil
Q12610901,,spouse,Q12619482,Choi Kyu-Sung
Q12611423,Lee Mi-gyeong,father,Q12611345,Lee Maeng-hui
Q12611423,Lee Mi-gyeong,sibling,Q16091081,Lee Jae-hyeon
Q12612132,Lee Wan-koo,spouse,Q109564635,Λι Μπέικ-γεόν
Q12612629,Lee Jong-koo,father,Q12612763,이중재
Q12614683,Chang Je-won,child,Q55728779,Noel
Q12614683,Chang Je-won,father,Q19940963,Chang Sŏng-man
Q12615206,Jeon Soon-ok,mother,Q16178678,So-sŏn Yi
Q12615206,Jeon Soon-ok,sibling,Q482694,Jeon Tae-il
Q12616175,,father,Q12615521,Chung Dae-chul
Q12616590,Cho Kuk,child,Q107617686,Cho Min
Q12616590,Cho Kuk,spouse,Q72291512,Chung Kyung-shim
Q12617992,Ji Sang-wook,father,Q59299044,지성한
Q12617992,Ji Sang-wook,spouse,Q489874,Shim Eun-ha
Q12619482,Choi Kyu-Sung,spouse,Q12610901,이경숙
Q138048,Park Geun-hye,father,Q14356,Park Chung-hee
