itemLabel,url
CHUNG JINSUK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=DAR04tC%2F9Hw%3D
CHUNG WOONCHUN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=N%2FouBhvIphg%3D
CHUNG WOOTAIK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=nw9feTwUe9Q%3D
DO JONGHWAN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Jg97LCqv6wI%3D
EOH KIYKU,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=e9yIME1l0c4%3D
EOM TAEYOUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=l8boykw7%2BIM%3D
HA TAEKEUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=h7R%2FkwIb%2FyA%3D
HA YOUNGJE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=euqlpPsGk%2Bw%3D
HAN BYUNGDO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Kp3mfoJZxfc%3D
HAN JEOUNGAE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=q5blKqu%2BGhI%3D
HAN JUNHO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=kNizHBOxYDg%3D
HAN KIHO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=LI%2FLrI7cXJM%3D
HAN MOOKYUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=zAvQn9mAJUM%3D
HEO JONGSIK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=wGDvgSo%2FbZs%3D
HER EUNA,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=EhZ6p40LLmg%3D
HONG IHKPYO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=pNm6UznwNs4%3D
HONG JUNGMIN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=FXVXGdPt2r4%3D
HONG KEEWON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=ZwXQ%2Fdp2%2BN8%3D
HONG MOONPYO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=1J2sS0CtoU4%3D
HONG SUKJOON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=tyBySmJ7l4A%3D
HONG SUNGKOOK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=D71f2ER6aVE%3D
HONG YOUNGPYO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=S68lBtaoKhg%3D
HUH YOUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=SqhiXoifeCs%3D
HWANG HEE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=R%2B%2FiM1NGjVo%3D
HWANG UNHA,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=DnGtU9qzRNc%3D
HWANGBO SEUNGHEE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=KbBP1fR7JR0%3D
IN JAEKEUN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=8uwnww9qem4%3D
JANG DONGHYEOK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=scSwupm07BQ%3D
JANG HYEYEONG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=vD%2FZFqvRE58%3D
JANG KYUNGTAE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=01Max8u2Mnk%3D
JEON BONGMIN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=YTmH661kWQA%3D
JEON HAECHEOL,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=uF9x20jnIlM%3D
JEON YONGGI,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=ik6KUlsQoY4%3D
JEONG DONGMAN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=RWEMte%2FfPI8%3D
JEONG JEOMSIG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=aEB75GbCFD0%3D
JI SEONGHO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=xaqScGeVTAM%3D
JIN SUNGJOON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=C1ao1zSmu%2Bs%3D
JIN SUNMEE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=BKNPn1ZQdv8%3D
JO MYUNGHEE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=aXAiJd33wFc%3D
JO OSEOP,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=EnJgQ8Pj2%2Fg%3D
JO SEOUNGLAE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=QULsXHt2EC8%3D
JOO HOYOUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=u2f2Q40Qz10%3D
JU CHEOLHYEON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=nWXLfZxG9RQ%3D
JUN HYESOOK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=oIVuhXytvb4%3D
JUN JOOHYAE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=wvLPFh7i%2FP8%3D
JUNG CHANMIN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=ZsDITXvlDbE%3D
JUNG CHOUNSOOK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=nUga8r8YUTU%3D
JUNG CHUNGRAE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=E6fo3LuY16o%3D
JUNG HEEYONG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=WNYdpgmEAmg%3D
JUNG PILMO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=%2BvF0NNHgvmI%3D
JUNG SUNGHO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=wf5tmOmocvw%3D
JUNG TAEHO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=RNFikUHL1gk%3D
KANG BYUNGWON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=jB1NNSLrOM4%3D
KANG DAESIK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=jA1VjLmzg8w%3D
KANG DEUKGU,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=HW2T5IpWhU4%3D
KANG EUNMI,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=7MUAle%2ByjzM%3D
KANG GIYUN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=lafVLI2T%2B1A%3D
KANG HOONSIK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=1JVkKNn6fz0%3D
KANG JUNHYEON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=F8V0eX5eDZE%3D
KANG MINJUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=wzMWrb8LgYc%3D
KANG MINKUK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=OvzU3Iz%2B95c%3D
KANG SUNWOO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=lNjEZJxIGt0%3D
KI DONGMIN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=QgiLme4VrGQ%3D
KIM BYONGWOOK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=u%2BS8ZWi9xJU%3D
KIM BYUNGJOO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=G%2F%2FluifLyvk%3D
KIM BYUNGKEE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=6jyns7hH5Zg%3D
KIM BYUNGWOOK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=XOmcuQa5SDU%3D
KIM CHEOLMIN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=CpSBL4ZaUIw%3D
KIM DOEUP,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=POSiUDvppZU%3D
KIM DUKWAN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=4mrKu%2BbOp60%3D
KIM GIHYEON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=5VkM%2FXaePpM%3D
KIM HACKYONG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=WOK1QeFR0y4%3D
KIM HANJUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=7K%2Bcx%2B91yfQ%3D
KIM HANKYU,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=9xG5N54n5pU%3D
KIM HEEGON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=faWmvgQNYPc%3D
KIM HEEKUK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=OFYzVt6%2BnHU%3D
KIM HOIJAE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=%2BWfl0VvMjrU%3D
KIM HONGGUL,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=eoqdXWdS9TE%3D
KIM HYUNGDONG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Sutl06zxvig%3D
KIM JINPYO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=ruH6Ey1daMw%3D
KIM JONGMIN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=N%2BcdUOhYrx4%3D
KIM JUNGHO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Nyb56emP258%3D
KIM JUNGJAE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=uFJkZ9Cphg8%3D
KIM JUYOUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=luBO1J1Xzh0%3D
KIM KYOHEUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=EX4GGXX55Pg%3D
KIM KYUNGHYUP,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=phd8IKA2Jj4%3D
KIM KYUNGMAN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=MVz9UGII9AA%3D
KIM MIAE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=8jldB1h3oJc%3D
KIM MINCHUL,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=TDUk6mM9IA4%3D
KIM MINKI,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=rxsheNi7kIw%3D
KIM MINSEOK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=7dWl3CuS%2BLo%3D
KIM NAMKUK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=uWoJ0ujJxbw%3D
KIM SANGHEE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=MnjbIP%2F5w64%3D
KIM SANGHOON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=j2WTxhLCy1M%3D
KIM SEOKKI,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=5TdfT6KsJac%3D
KIM SEUNGNAM,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=GMrkRq7QRTI%3D
KIM SEUNGSU,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=2gGdjfErgA4%3D
KIM SEUNGWON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=HecVb8olY1s%3D
KIM SOOHEUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=st%2BC1nYS24E%3D
KIM SUNGJOO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=LHdAK1L4qsQ%3D
KIM SUNGWHAN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=MNk1jayNdSg%3D
KIM SUNGWON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=vv2RUVHMOpU%3D
KIM SUNGYO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=dZZlHadWQJ8%3D
KIM TAEHO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=jHHohJyGb08%3D
KIM TAENYEON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=odfiNgc88Gk%3D
KIM WONI,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=aEenkVxFz8I%3D
KIM WOONG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=MycbsPZGDt8%3D
KIM YEAJI,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=1qP3RUrCGT8%3D
KIM YEUNGSHIK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=g4tfSz%2BJ94c%3D
KIM YONGMIN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=RjzSrs5ObfU%3D
KIM YONGPAN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=flQjiVbsAWA%3D
KIM YOUNG SUN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=pjYy4KWMdo0%3D
KIM YOUNGBAE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=l6uRsbQI30E%3D
KIM YOUNGHO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=4obiX5n7UA8%3D
KIM YOUNGJIN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=iwvk15qZ6qo%3D
KIM YOUNGJOO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=xPAHI8QzW1w%3D
KIM YUNDUCK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Q1ARDvp%2BbGk%3D
KIMEUIKYEOM,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=i4hmKsLmgpg%3D
KO MINJUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=fFFQM%2FgkSyw%3D
KO YOUNGIN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Hby4giVxNoE%3D
KOH YONGJIN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=aH6MpDRpoHU%3D
KU JAKEUN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=fO%2Fb%2BN1yS1Q%3D
KWEON SEONGDONG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=nBZ5INcVxbM%3D
KWON CHILSEUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=MdEdnyXsRh4%3D
KWON EUNHEE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=otpyAweOgSI%3D
KWON INSOOK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=38bM3l9sIz8%3D
KWON MYUNGHO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=9NaxXlRnfbw%3D
KWON YOUNGSE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=P%2F%2BV0cb%2BsuA%3D
Kyung Hee Chung,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=4AU7xyHhIAo%3D
LEE BYUNGHOON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=HXFTPd%2BQOHs%3D
LEE CHEIK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Ohp%2B85aWW%2FE%3D
LEE CHULGYU,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=l7y4W15UxBg%3D
LEE DALGON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=FJLiJN4aefU%3D
LEE DONGJU,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Lk9vusiY3Jc%3D
LEE EUNJU,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=DLqCi9120RA%3D
LEE HACKYOUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=y4Jw9wa6KSk%3D
LEE HAESIK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=WEK0AgzXUXE%3D
LEE HUNSEUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=IHHu5pg9F28%3D
LEE HYUNGSEOK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=IFDoL0XyVFA%3D
LEE INSEON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=2SthQI5RaUI%3D
LEE INYOUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=2X3MmUr5dGg%3D
LEE JAEJUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Whg6naUaOCc%3D
LEE JAEMYUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=a2BEFRMXjkg%3D
LEE JANGSUB,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=22IUEBubJ24%3D
LEE JONGBAE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=xggmJMvPqUs%3D
LEE JONGSEONG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=G69SUp1Nnvo%3D
LEE JOOHWAN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Xb8JcilfOHY%3D
LEE JUNGMUN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=x1NQPwXQRNI%3D
LEE KAIHO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Yd5IeFw8pws%3D
LEE MANHEE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=LmC%2BHaBXlo4%3D
LEE MYOUNGSU,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=CpEfomDiXKc%3D
LEE SANGHEON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=BiTOFCuelDs%3D
LEE SANGMIN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=GhF4BKvuc2k%3D
LEE SOOJIN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=vcnmUMsHUVw%3D
LEE SOYOUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=ZrVeJs%2BwJck%3D
LEE SUJIN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=l%2FLEJTvjljs%3D
LEE SUNGMAN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=nqM5kH2whsw%3D
LEE TAEKYU,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=1sbNGyNgyvI%3D
LEE TAHNEY,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=r3fmKpJx5sw%3D
LEE WONTAEG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=ZPmk2qKRJLI%3D
LEE WONWOOK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=UXuZE4dK73c%3D
LEE YANGSOO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=MRFgUa8lAmk%3D
LEE YONG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=kQKtGrPQwMA%3D
LEE YONGBIN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=guBF91WDMQk%3D
LEE YONGHO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=ZRtwxEPJzqk%3D
LEE YONGSUN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Wuul1GJb68I%3D
LEE YONGWOO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=uIPuIsvFVsI%3D
LIM BYUNGHEON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=fip3aSHp2MU%3D
LIM HOSEON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=bgR2sZPOo50%3D
LIM JONGSEONG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Z6WJf2QDQRk%3D
LIM LEEJA,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=EFH90Qjt98w%3D
LIM OKYEONG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Jqi2ZbbohWY%3D
MAENG SUNGKYU,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=HxBMSt1O8%2BU%3D
MIN BYOUNGDUG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=O9t5Wp7FzGs%3D
MIN HONGCHUL,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=N5Pwl6rD8MU%3D
MIN HYUNGBAE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=N9Mx%2FnMlNzI%3D
MOON JEONGBOG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=csIXGSp9BB8%3D
MOON JINSEOG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=E3yJYy4kKrE%3D
NAM INSOON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=0E98rievwXA%3D
NOH WOONGRAE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=skbIbq%2FWDPI%3D
OH GIHYOUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=4Gdn4O5%2B%2FHE%3D
OH YEONGHWAN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=NDx66X9yTN4%3D
PARK BEOMKYE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=%2BVJ4N3yV3II%3D
PARK BYEONGSEUG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=vzhWUjxju4A%3D
PARK CHANDAE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=i5X2gIS3Y1k%3D
PARK DAECHUL,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=IUVTN%2BTbMwk%3D
PARK DAESOO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=GigbeD5RVJA%3D
PARK DUKHYUM,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=hJ7DniaYGYE%3D
PARK HONGKEUN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=4Crvhqicjk8%3D
PARK HYEUNGSOO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=aAn7k1YVqXs%3D
PARK JAEHO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=L0B37ln%2F%2Be8%3D
PARK JEONGHA,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=%2BsECV5KbPdY%3D
PARK JEUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=vycCioxHE8Y%3D
PARK JIN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=wltpCEfcwTo%3D
PARK JUMIN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=3d4%2BEKKW5VY%3D
PARK KWANGON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=yZkGRIz4wFw%3D
PARK SANGHYUK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=N0v621Rqzgk%3D
PARK SEONGMIN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=rN4CJnuBTVE%3D
PARK SOOYOUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=8RCT67VBYwE%3D
